"","id","text","lang","author_id","created_at","clean_text","created_at_round"
"37","1578463864743636992","For the first time in 10 years, a rare Ebola strain for which there is no approved vaccine is infecting and killing dozens of people in Uganda.

@HerbScribner has a great explainer of the situation, as well as necessary historical context:

https://t.co/E4e4CR1T2Z","en","498549828",2022-10-07 19:14:46,"for the first time inyears a rare ebola strain for which there is no approved vaccine is infecting and killing dozens of people in uganda   has a great explainer of the situation as well as necessary historical context  ",2022-10-07 19:00:00
"38","1578463842186985472","@JustinTrudeau @UN @UNHumanRights kids safe. Disabled marked for death in Canada. No one protecting any act, legislation, rights. SOS SOS. This country is UNSAFE. Ebola being ignored. @DrTedros KIDS IN CANADA being endangered, ALL levels, agencies, refuse to provide SAFE environments.","en","1443670104135323652",2022-10-07 19:14:41,"kids safe disabled marked for death in canada no one protecting any act legislation rights sos sos this country is unsafe ebola being ignoredkids in canada being endangered all levels agencies refuse to provide safe environments",2022-10-07 19:00:00
"39","1578463727908966401","The NHS has warned to be “vigilant” about Ebola as America introduces airport screening https://t.co/nIvbWGzatO","en","1570369772147150849",2022-10-07 19:14:13,"the nhs has warned to be vigilant about ebola as america introduces airposcreening",2022-10-07 19:00:00
"40","1578463609700511744","The U.S. will start screening passengers from Uganda for Ebola as the African country deals with an outbreak https://t.co/iuzX25u3fs","en","1519268661734780928",2022-10-07 19:13:45,"the us will sta screening passengers from uganda for ebola as the african country deals with anoutbreak",2022-10-07 19:00:00
"41","1578463567036108801","@fragiledogubo @Damaker01 @Violettaonpoint She ain't the only doctor that died of ebola so rest.","en","1233494246180769795",2022-10-07 19:13:35,"she aint the only doctor that died of ebola so rest",2022-10-07 19:00:00
"42","1578463236306784256","Airline passengers arriving to the US from Uganda will be routed through five airports for Ebola screening

@karenhunter @DanteNero #KarenRebels 

https://t.co/DRoOU48Rvc","en","2293099507",2022-10-07 19:12:16,"airline passengers arriving to the us from uganda will be routed through five airpos for ebola screening  karenrebels   ",2022-10-07 19:00:00
"43","1578463221484175360","Ebola: This is Not ""Over"" https://t.co/xvpoHfrbxx","en","707938453",2022-10-07 19:12:13,"ebola this is not over",2022-10-07 19:00:00
"44","1578462913534185472","@BCprecisionreps @NottaSheep @MarkBrigham @SoCalValleyGal @robreiner @RonDeSantisFL Tweet is not enough to answer so many misstatements. Ebola/deadly/spreading like wildfire,stopped at the source and at our borders by SWIFT actions,not denial.
Covid &lt;lethal due to vaccines. Containment helped until vaccines developed and disease understood.Masks help even w/flu.","en","814078857980604416",2022-10-07 19:10:59,"tweet is not enough to answer so many misstatements eboladeadlyspreading like wildfirestopped at the source and at our borders by swift actionsnot denial covid ltlethal due to vaccines containment helped until vaccines developed and disease understoodmasks help even wflu",2022-10-07 19:00:00
"45","1578462681811415041","The latest Everything Prepping! https://t.co/l1Q7kPJ49h Thanks to @TribuneAgency @namshine @Pilgrimgrandma #ebola #uganda","en","2806425639",2022-10-07 19:10:04,"the latest everything preppingthanks toebola uganda",2022-10-07 19:00:00
"46","1578462667991568384","U.S. to begin screening travellers coming from Uganda for Ebola https://t.co/uODdkntdOY","en","711914061072625665",2022-10-07 19:10:01,"us to begin screening travellers coming from uganda for ebola",2022-10-07 19:00:00
"47","1578462566350667776","@LauraMiers @sleepyknave @lisa_iannattone Yes and the “someone sick with Ebola” (in the 2nd paragraph) could literally be anyone who isn’t yet very symptomatic - and they must know that.","en","1401216844414001157",2022-10-07 19:09:36,"yes and the someone sick with ebola in the nd paragraph could literally be anyone who isnt yet very symptomaticand they must know that",2022-10-07 19:00:00
"48","1578462477440135168","USA HCWs UNIVERSAL PRECAUTIONS!

""Uganda Health Minister..announced the 1st death of a doctor, a 37-year-old from Tanzania who tested positive for Ebola on Sep 26 and died while receiving treatment. The other is a midwife from St Florence Clinic who is listed as a probable case.""","en","1411668290154504196",2022-10-07 19:09:15,"usa hcws universal precautions  uganda health ministerannounced the st death of a doctor a yearold from tanzania who tested positive for ebola on sepand died while receiving treatment the other is a midwife from st florence clinic who is listed as a probable case",2022-10-07 19:00:00
"49","1578462325300166663","@gobelino1 @lisa_iannattone Ebola-Reston is mildly symptomatic when compared to Ebola-Zaire and is not fatal in humans.","en","1508455788",2022-10-07 19:08:39,"ebolareston is mildly symptomatic when compared to ebolazaire and is not fatal in humans",2022-10-07 19:00:00
"50","1578462166642229248","Clinicians: Ugandan MOH confirmed an outbreak of Ebola on September 20. Although the risk of Ebola in the US is low, remember to ask your patients for a travel history and work with your state and local health depts if you suspect a case. https://t.co/rjKR2zFji6 https://t.co/k1c0ECnL79","en","1262167370",2022-10-07 19:08:01,"clinicians ugandan moh confirmed an outbreak of ebola on septemberalthough the risk of ebola in the us is low remember to ask your patients for a travel history and work with your state and local health depts if you suspect a case",2022-10-07 19:00:00
"51","1578462136514191360","@FoxNews So the Twitter people/network who push ENDLESS fear mongering, lies, over exaggerated about EBOLA. Are now concerned about Biden's telling American the truth about Trump's Crazy friend Putin mentality. https://t.co/ZaMCtx6wFe","en","523871901",2022-10-07 19:07:54,"so the twitter peoplenetwork who push endless fear mongering lies over exaggerated about ebola are now concerned about bidens telling american the truth about trumps crazy friend putin mentality",2022-10-07 19:00:00
"52","1578461978557046785","Ebola outbreak in Uganda: how worried are researchers? https://t.co/NaSAuCh1Lg","en","473328336",2022-10-07 19:07:16,"ebola outbreak in uganda how worried areresearchers",2022-10-07 19:00:00
"53","1578461768913162242","@jrbyoung Ok, ocd make me look it up. 🤣
Outbreak the Film was based on Hot Zone the Book.  Outbreak the novel, is unrelated to the film but was a separate story about ebola. https://t.co/G1QZzhapAx","en","339807063",2022-10-07 19:06:26,"ok ocd make me look it up  outbreak the film was based on hot zone the bookoutbreak the novel is unrelated to the film but was a separate story about ebola",2022-10-07 19:00:00
"54","1578461632275140622","Good evening everyone following me,
It's quite alarming that we were affected by adeadly disease Ebola in the areas of Mubende and the neighboring district, how the government has tried her Best to curb the diseases, I still believe that there is a lot that should be done","en","1574437635434708992",2022-10-07 19:05:54,"good evening everyone following me its quite alarming that we were affected by adeadly disease ebola in the areas of mubende and the neighboring district how the government has tried her best to curb the diseases i still believe that there is a lot that should be done",2022-10-07 19:00:00
"55","1578461532777721856","@sleepyknave @TheSkylineTrail @lisa_iannattone They are using very deliberate language &amp; precise distance here…https://t.co/mgU3ZAqX3c https://t.co/BNWM7zdz8M","en","170280910",2022-10-07 19:05:30,"they are using very deliberate language amp precise distance here",2022-10-07 19:00:00
"56","1578461353177911296","Ebola: This is Not ""Over"" https://t.co/8TDUiwkVot","en","65767300",2022-10-07 19:04:47,"ebola this is not over",2022-10-07 19:00:00
"57","1578461307367395328","NEW from me &gt;&gt; What we know about the unfolding Ebola outbreak in Uganda https://t.co/NUIIqYPnUp","en","2375841180",2022-10-07 19:04:36,"new from me gtgt what we know about the unfolding ebola outbreak in uganda",2022-10-07 19:00:00
"58","1578461292704464896","Stopping The Uganda Ebola Outbreak Now Should Be A Global Priority https://t.co/9V5D1onONb","en","1516832544125190145",2022-10-07 19:04:33,"stopping the uganda ebola outbreak now should be a global priority",2022-10-07 19:00:00
"59","1578461165193031680","RINSE. REPEAT. REGRET. Do travel restrictions work? Do they actually discourage countries from being transparent about scale of outbreak due to fear of sanctions? 

These questions come to the fore again after the outbreak in Ebola in Uganda. 
#ebola #uganda https://t.co/hOnJH8XRpK","en","1575805677272170496",2022-10-07 19:04:02,"rinse repeat regret do travel restrictions work do they actually discourage countries from being transparent about scale of outbreak due to fear of sanctions   these questions come to the fore again after the outbreak in ebola in uganda  ebola uganda",2022-10-07 19:00:00
"60","1578461081965498368","From ‘dad isn’t feeling to good’ to ‘dad has to stay in the hospital for atleast 2 days’ it’s been an interesting one but atleast he was negative for Ebola, malaria and Covid. (He went to Uganda with the Red Cross for a week)","en","4861089804",2022-10-07 19:03:42,"from dad isnt feeling to good to dad has to stay in the hospital for atleastdays its been an interesting one but atleast he was negative for ebola malaria and covid he went to uganda with the red cross for a week",2022-10-07 19:00:00
"61","1578460886561619968","I wrote about the Ebola outbreak in Uganda and how these crises will continue to happen until we treat them as such. The only way out is to build up poor countries' health systems irrespective of emergencies, so they are strong when crises emerge. https://t.co/dNBgX6NHtP","en","15099007",2022-10-07 19:02:56,"i wrote about the ebola outbreak in uganda and how these crises will continue to happen until we treat them as such the only way out is to build up poor countries health systems irrespective of emergencies so they are strong when crises emerge",2022-10-07 19:00:00
"62","1578460880760500224","@psiphi_gavagai @LynAldenContact @tobias_steurer6 @cosmos Mother Nature wants to thin our herd she knows our path is unsustainable.

We now have Ebola cholera polio monkeypox popping up

Most humans don’t seem to grasp this.","en","1467694088321441794",2022-10-07 19:02:55,"mother nature wants to thin our herd she knows our path is unsustainable  we now have ebola cholera polio monkeypox popping up  most humans dont seem to grasp this",2022-10-07 19:00:00
"63","1578460783016452096","@CahnEmily Our children are in their 30’s now. We used to joke that we were all probably immune to Ebola.
It gets better.","en","824664733185933312",2022-10-07 19:02:31,"our children are in their s now we used to joke that we were all probably immune to ebola it gets better",2022-10-07 19:00:00
"64","1578460586467201024","If there is one person one should read regarding Ebola, it’s Craig. https://t.co/JRdMrUolOn","en","795403887905738752",2022-10-07 19:01:44,"if there is one person one should read regarding ebola its craig",2022-10-07 19:00:00
"65","1578460461774692352","Ebola and Nuclear War trending. I read this story in High School.","en","887741275230711809",2022-10-07 19:01:15,"ebola and nuclear war trending i read this story in high school",2022-10-07 19:00:00
"66","1578460338978459649","@nbstv @WHO @MinofHealthUG @MugenyiHenry_ Great job but it won't change their decision.Ebola is like a bad news paper article that never goes away..

CNN has been reporting this a few times now. 

My Uganda is good at managing viruses still.","en","1267394362603966465",2022-10-07 19:00:45,"great job but it wont change their decisionebola is like a bad news paper aicle that never goes away  cnn has been repoing this a few times now   my uganda is good at managing viruses still",2022-10-07 19:00:00
"67","1578460252164718592","Source for Ebola Virus Disease (EVD) Case-Fatality Rate of 44% (27 dead/ 62 cases):

CIDRAP, University of Minnesota, October 3, 2022:

https://t.co/yfEZfzeWro","en","1411668290154504196",2022-10-07 19:00:25,"source for ebola virus disease evd casefatality rate ofdeadcases  cidrap university of minnesota october  ",2022-10-07 19:00:00
"68","1578460249249714176","Current EVD case-fatality rate 44%:

""The new developments lift the country's overall total to 62 cases, 27 of them fatal. Of the 62 cases, 43 are lab-confirmed and 19 are listed as probable. Of the 27 deaths, 9 were in lab-confirmed patients, and 18 are classified as probable.""","en","1411668290154504196",2022-10-07 19:00:24,"current evd casefatality rate   the new developments lift the countrys overall total tocasesof them fatal of thecasesare labconfirmed andare listed as probable of thedeathswere in labconfirmed patients andare classified as probable",2022-10-07 19:00:00
"69","1578460205872214016","The RSB Show 10-7-22 - Kid COVID antibodies, U.S. stockpiling radiation meds, Tainted blood supply, Herpes options, Peter McCullough banned, Ebola warnings https://t.co/gIRS9EkGLu","en","80741093",2022-10-07 19:00:14,"the rsb showkid covid antibodies us stockpiling radiation meds tainted blood supply herpes options peter mccullough banned ebola warnings",2022-10-07 19:00:00
"70","1578460194190905356","The Ministry of Health has stepped up Ebola screening at Entebbe International airport following the outbreak of the disease in the country. 

#NTVNews

👉https://t.co/CcRLjECEtk https://t.co/chCbZ0TP3S","en","109220563",2022-10-07 19:00:11,"the ministry of health has stepped up ebola screening at entebbe international airpo following the outbreak of the disease in the country   ntvnews  ",2022-10-07 19:00:00
"71","1578460175400591361","The United States will begin screening travelers coming from Uganda for Ebola as an additional precaution aimed at trying to prevent an outbreak in the African country from spreading, the Biden administration said Thursday. https://t.co/04JX7keoru","en","16028049",2022-10-07 19:00:06,"the united states will begin screening travelers coming from uganda for ebola as an additional precaution aimed at trying to prevent an outbreak in the african country from spreading the biden administration said thursday",2022-10-07 19:00:00
"72","1578460151224274944","In response to an Ebola outbreak in Uganda, CDC issued a health advisory recommending health providers prepare for patients infected with the Ebola virus and ordered all flights from Uganda be redirected to specific airports for health screenings
https://t.co/BST4kFphrW","en","50655319",2022-10-07 19:00:01,"in response to an ebola outbreak in uganda cdc issued a health advisory recommending health providers prepare for patients infected with the ebola virus and ordered all flights from uganda be redirected to specific airpos for health screenings ",2022-10-07 19:00:00
"73","1578459965815422976","CDC Asks U.S. Physicians To Monitor For Ebola As Uganda Outbreak Grows https://t.co/gBoi6amsSi","en","1352234446402048003",2022-10-07 18:59:16,"cdc asks us physicians to monitor for ebola as uganda outbreakgrows",2022-10-07 19:00:00
"74","1578459700521103361","@lisa_iannattone @PollyNZ1 I rarely see Hanta virus mention when Ebola is around. A hemorrhagic horror very similar to Ebola ,it recurs about every 20yrs in indigenous communities in the west","en","2810873309",2022-10-07 18:58:13,"i rarely see hanta virus mention when ebola is around a hemorrhagic horror very similar to ebola it recurs about every yrs in indigenous communities in the west",2022-10-07 19:00:00
"75","1578459621085220864","@LauraMiers @sleepyknave @lisa_iannattone Wait. So:
CDC: “Ebola is *not* a respiratory virus so it is not transmitted through the air”

Also CDC: “Covid *is* a respiratory virus transmitted by ..... droplets ....”

I don’t know what this is but it isn’t science! https://t.co/hJTHKzYkrO","en","1401216844414001157",2022-10-07 18:57:54,"wait so cdc ebola is not a respiratory virus so it is not transmitted through the air  also cdc covid is a respiratory virus transmitted bydroplets   i dont know what this is but it isnt science",2022-10-07 19:00:00
"76","1578458718529679360","Please ask Biden to close the borders so Covid stops coming in and EBOLA doesn’t sneak in there’s no vaccine for that…. https://t.co/aJ9SrFXPYz","en","1464568252370198539",2022-10-07 18:54:19,"please ask biden to close the borders so covid stops coming in and ebola doesnt sneak in theres no vaccine for that",2022-10-07 19:00:00
"77","1578458641610702848","As an Ebola outbreak in Africa worsens, the Biden administration has ordered all travelers from Uganda to land at five U.S. airports for health screenings. https://t.co/vwfAUkyoTS https://t.co/r5GIFlz3sR","en","419111219",2022-10-07 18:54:01,"as an ebola outbreak in africa worsens the biden administration has ordered all travelers from uganda to land at five us airpos for health screenings",2022-10-07 19:00:00
"78","1578458494629343232","WebMD: As an Ebola outbreak in Africa worsens, the Biden administration has ordered all travelers from Uganda to land at five U.S. airports for health screenings. https://t.co/DMgxXbQtQp https://t.co/52Zdrqv4HA https://t.co/7HmXEN4KWF","en","321649323",2022-10-07 18:53:26,"webmd as an ebola outbreak in africa worsens the biden administration has ordered all travelers from uganda to land at five us airpos for health screenings",2022-10-07 19:00:00
"79","1578458477873156096","@itosettiMD_MBA @NjbBari3 Ebola anxiety?","en","1351635026383937543",2022-10-07 18:53:22,"ebola anxiety",2022-10-07 19:00:00
"80","1578458373384962049","This is scary if true😱

https://t.co/pi8bkjLwHk","en","1379069894164160515",2022-10-07 18:52:57,"this is scary if true  ",2022-10-07 19:00:00
"81","1578458279013150720","@WHO @MinofHealthUG @MugenyiHenry_ This follows an advisory in which the United States government announced all travellers arriving from Uganda would be exposed to screening for Ebola Virus Disease.

#NBSLiveAt9 #NBSUpdates","en","344718893",2022-10-07 18:52:34,"this follows an advisory in which the united states government announced all travellers arriving from uganda would be exposed to screening for ebola virus disease  nbsliveat nbsupdates",2022-10-07 19:00:00
"82","1578458253910212608","@AugustFairyyy @ReecyAtuhaire How's the Ebola situation","en","1536737749662941184",2022-10-07 18:52:28,"hows the ebola situation",2022-10-07 19:00:00
"83","1578458217369280512",".@WHO and @MinofHealthUG have assured the world that there is no need to panic since the Ebola Virus Disease has been contained from spreading in Uganda.

@MugenyiHenry_

#NBSLiveAt9 #NBSUpdates https://t.co/Vxxa3c1PCx","en","344718893",2022-10-07 18:52:20,"andhave assured the world that there is no need to panic since the ebola virus disease has been contained from spreading in uganda    nbsliveat nbsupdates",2022-10-07 19:00:00
"84","1578458214701506560","""We need a new biological weapons treaty"" before it's too late.

Ebola: This is Not ""Over"" https://t.co/5PGhFK6FSc","en","133396097",2022-10-07 18:52:19,"we need a new biological weapons treaty before its too late  ebola this is not over",2022-10-07 19:00:00
"85","1578458170627792896","Health workers among dead in Ugandan Ebola outbreak https://t.co/3o8rOV18dk #Uganda","en","56399493",2022-10-07 18:52:08,"health workers among dead in ugandan ebola outbreakuganda",2022-10-07 19:00:00
"86","1578458122594590721","@_marching_Ents_ #auspol Nah they'll let it rip through population just like covid19 &amp; similarly our govt will try to convince us we were always going to get Ebola anyway! There was a report done for parliament back in 1994 on quarantine &amp; disease control &amp; like now, govts ignored it.","en","800262170",2022-10-07 18:51:57,"auspol nah theyll let it rip through population just like covid amp similarly our govt will try to convince us we were always going to get ebola anyway there was a repo done for parliament back inon quarantine amp disease control amp like now govts ignored it",2022-10-07 19:00:00
"87","1578458044572217344","Get Horror Games 🔥""EBOLA 3""🔥 for Free on https://t.co/IPy6rKVMzd‼️⬇️

👉https://t.co/RlM83crtN5

⏰FREE for a limited time! https://t.co/x7BSFZRSwf","en","3937140976",2022-10-07 18:51:38,"get horror games ebolafor free on     free for a limited time",2022-10-07 19:00:00
"88","1578458034237767680","@KBCChannel1 Uganda infected with Ebola ,Malawi infected with Polio , Mozambique infected with Monkey pox https://t.co/12zpZZ9fvU","en","1355966975403581442",2022-10-07 18:51:36,"uganda infected with ebola malawi infected with poliomozambique infected with monkey pox",2022-10-07 19:00:00
"89","1578458007939485698","@FinchTH Every time I read SARS/Ebola/MPX is transmitted by ""close contact"" I ask myself what the f**k is close contact? And how by what physics does close contact transmit a virus? And why does that take exactly 15 minutes? 🤣","en","1325893922",2022-10-07 18:51:30,"every time i read sarsebolampx is transmitted by close contact i ask myself what the fk is close contact and how by what physics does close contact transmit a virus and why does that take exactlyminutes",2022-10-07 19:00:00
